addrReg,addrWork,area,ename,industry,institutional,is_target,listingDate,lootchips,market,name,offerDate,pricelimit,registerDate,shareholders,sname,stockCode,webSite
山西省长治市高新开发区城北东街65号,山西省长治市襄垣县侯堡镇,山西,"Shanxi Lu'an Environmental Energy Development Co., Ltd.",煤炭开采,299140.92,1.0,2006-09-21 16:00:00,29.91,上海证券交易所,山西潞安环保能源开发股份有限公司,2006-09-07 16:00:00,29.91,2001-07-18 16:00:00,255.47,潞安环能,601699,http://www.luanhn.com
上海市中山南路268号,上海市中山南路268号36层,上海,"Shanghai Electric Power Co., Ltd.",电力（IV）,213973.93,1.0,2003-10-28 16:00:00,21.4,上海证券交易所,上海电力股份有限公司,,21.4,1998-06-11 16:00:00,250.99,上海电力,600021,http://www.shanghaipower.com
陕西省西安市长安区航天中路388号,陕西省西安市长安区航天中路388号,陕西,Xi'an Longi Silicon Materials Corp.,电子电气组件与设备,198419.86,1.0,2012-04-10 16:00:00,17.49,上海证券交易所,西安隆基硅材料股份有限公司,2012-03-26 16:00:00,19.84,2000-02-13 16:00:00,250.84,隆基股份,601012,http://www.longi-silicon.com
浙江省新昌县羽林街道江北路4号,浙江省新昌县七星街道大道西路418号,浙江,"Zhejiang NHU Co., Ltd.",制药,108891.9,1.0,2004-06-24 16:00:00,10.73,中小企业板,浙江新和成股份有限公司,,10.89,1999-04-04 16:00:00,248.74,新和成,002001,http://www.cnhu.com
河南省洛阳高新技术开发区周山路10号,河南省洛阳高新技术开发区周山路10号,河南,"AVIC Jonhon Optronic Technology Co.,Ltd.",电子电气组件与设备,60251.49,1.0,2007-10-31 16:00:00,6.02,中小企业板,中航光电科技股份有限公司,2007-10-17 16:00:00,6.03,2002-12-30 16:00:00,241.72,中航光电,002179,http://www.jonhon.cn
广东省深圳市南山区松坪山郎山路21号,广东省深圳市南山区松坪山郎山路21号,广东,"Shenzhen Hepalink Pharmaceutical Co., Ltd.",制药,124720.17,1.0,2010-05-05 16:00:00,12.47,中小企业板,深圳市海普瑞药业股份有限公司,2010-04-25 16:00:00,12.47,1998-04-20 16:00:00,238.84,海普瑞,002399,http://www.hepalink.com
广东省深圳市南山区深南大道9988号,广东省深圳市南山区深南大道9988号,广东,"Han’s Laser Technology Industry Group Co., Ltd.",工业机械,106635.39,1.0,2004-06-24 16:00:00,9.9,中小企业板,大族激光科技产业集团股份有限公司,,10.66,2001-09-27 16:00:00,234.99,大族激光,002008,http://www.hanslaser.com
江苏省徐州经济开发区工业一区,江苏省徐州市经济技术开发区驮蓝山路26号,江苏,"XCMG Construction Machinery Co., Ltd.",工业机械,700772.77,1.0,1996-08-27 16:00:00,69.94,深圳证券交易所,徐工集团工程机械股份有限公司,1996-08-12 16:00:00,70.08,1993-12-14 16:00:00,234.98,徐工机械,000425,http://www.xcmg.com
福建省厦门市海沧区柯井社,福建省厦门市湖滨南路619号1602室,福建,"Xiamen Tungsten Co., Ltd.",有色金属,108157.4,1.0,2002-11-06 16:00:00,8.87,上海证券交易所,厦门钨业股份有限公司,,10.82,1997-12-29 16:00:00,232.55,厦门钨业,600549,http://www.cxtc.com
广东省广州市天河区临江大道3号发展中心28-30楼,广东省广州市天河区临江大道3号28-30楼,广东,Guangzhou Development Group Incorporated,电力（IV）,272619.66,1.0,1997-07-17 16:00:00,27.26,上海证券交易所,广州发展集团股份有限公司,1997-06-26 16:00:00,27.26,1997-07-10 16:00:00,232.54,广州发展,600098,http://www.gdih.cn
广东省深圳市福田区车公庙深南大道6013号中国有色大厦24-26楼,广东省深圳市福田区车公庙深南大道6013号中国有色大厦24楼,广东,Shenzhen Zhongjin Lingnan Nonfemet Company Limited,有色金属,221262.79,1.0,1997-01-22 16:00:00,22.11,深圳证券交易所,深圳市中金岭南有色金属股份有限公司,1997-01-09 16:00:00,22.13,1994-06-05 16:00:00,232.2,中金岭南,000060,http://www.nonfemet.com
山西省太原市尖草坪街2号,山西省太原市尖草坪街2号,山西,"Shanxi Taigang Stainless Steel Co., Ltd.",钢铁,569624.78,1.0,1998-10-20 16:00:00,56.96,深圳证券交易所,山西太钢不锈钢股份有限公司,1998-05-24 16:00:00,56.96,1998-06-10 16:00:00,231.83,太钢不锈,000825,http://www.tisco.com.cn
河南省洛阳市涧西区建设路206号,河南省洛阳市涧西区建设路206号,河南,"CITIC Heavy Industries Co., Ltd.",工业机械,433941.93,1.0,2012-07-05 16:00:00,41.1,上海证券交易所,中信重工机械股份有限公司,2012-06-26 16:00:00,43.39,1983-07-18 16:00:00,230.98,中信重工,601608,http://www.citichmc.com
黑龙江省哈尔滨市南岗区昆仑商城隆顺街2号,黑龙江省哈尔滨市道里区群力大道7号,黑龙江,"Harbin Pharmaceutical Group Co., Ltd.",制药,249272.83,1.0,1993-06-28 16:00:00,24.93,上海证券交易所,哈药集团股份有限公司,,24.93,1991-12-27 16:00:00,229.33,哈药股份,600664,http://www.hayao.com
中国湖北省武汉市东湖高新区高新大道666号,湖北省武汉市洪山区关山街鲁磨路369号,湖北,"Humanwell Healthcare (Group) Co., Ltd.",制药,128604.91,1.0,1997-06-05 16:00:00,10.58,上海证券交易所,人福医药集团股份公司,1997-05-21 16:00:00,12.86,1993-03-29 16:00:00,225.15,人福医药,600079,http://www.humanwell.com.cn
新疆维吾尔自治区乌鲁木齐经济技术开发区上海路16号,新疆维吾尔自治区乌鲁木齐新华北路165号中天广场27层,新疆,"Guanghui Energy Co., Ltd.",采油设备与服务,522142.47,1.0,2000-05-25 16:00:00,52.21,上海证券交易所,广汇能源股份有限公司,2000-04-20 16:00:00,52.21,1999-04-09 16:00:00,225.04,广汇能源,600256,http://www.xjguanghui.com
北京市亦庄经济技术开发区科创十五街2号,北京市亦庄经济技术开发区科创十五街2号,北京,"North Navigation Control Technology Co., Ltd.",工业机械,148932.0,1.0,2003-07-03 16:00:00,14.89,上海证券交易所,北方导航控制技术股份有限公司,,14.89,2000-09-10 16:00:00,222.95,北方导航,600435,http://www.bfdh.com.cn
河北省玉田县无终西街3129号,河北省玉田县无终西街3129号,河北,"Unigroup Guoxin Co., Ltd.",电子电气组件与设备,60681.8,1.0,2005-06-05 16:00:00,5.96,中小企业板,紫光国芯股份有限公司,,6.07,2001-09-16 16:00:00,221.35,紫光国芯,002049,http://www.gosinoic.com
吉林省敦化市敖东大街2158号,吉林省敦化市敖东大街2158号,吉林,"Jilin Aodong Pharmaceutical Group Co., Ltd.",制药,89443.84,1.0,1996-10-27 16:00:00,8.07,深圳证券交易所,吉林敖东药业集团股份有限公司,,8.94,1993-03-19 16:00:00,216.82,吉林敖东,000623,http://www.jlaod.com
浙江省桐乡市梧桐街道文华南路669号,北京市海淀区复兴路17号国海广场2号楼10层,北京,"CHINA JUSHI CO.,LTD.",通用化工品,243215.75,1.0,1999-04-21 16:00:00,19.2,上海证券交易所,中国巨石股份有限公司,1999-03-04 16:00:00,24.32,1999-04-15 16:00:00,216.74,中国巨石,600176,http://www.jushi.com
山东省龙口市东江镇前宋村,山东省龙口市东江镇南山村,山东,"Shandong Nanshan Aluminium Co., Ltd.",建材与构件,708796.09,1.0,1999-12-22 16:00:00,70.88,上海证券交易所,山东南山铝业股份有限公司,1999-09-09 16:00:00,70.88,1993-03-17 16:00:00,214.77,南山铝业,600219,http://www.600219.com.cn
山东省临沭县兴大西街19号,山东省临沭县兴大西街19号,山东,"Kingenta Ecological Engineering Group Co., Ltd.",特种化工品,313978.6,1.0,2010-09-07 16:00:00,27.09,中小企业板,金正大生态工程集团股份有限公司,2010-08-24 16:00:00,31.4,1998-08-25 16:00:00,209.14,金正大,002470,http://www.kingenta.com
安徽省马鞍山市和县乌江镇,上海市徐汇区天钥桥路327号G座嘉汇大厦10楼,安徽,"CEFC Anhui International Holding Co., Ltd.",特种化工品,227782.74,1.0,2004-07-12 16:00:00,22.78,中小企业板,安徽华信国际控股股份有限公司,,22.78,1998-02-12 16:00:00,208.65,华信国际,002018,http://www.huaxingchem.com
山东省济南市工业北路21号,山东省济南市高新区舜华路2000号舜泰广场4号楼,山东,Shandong Iron and Steel Company Ltd.,钢铁,842042.28,1.0,2004-06-28 16:00:00,82.22,上海证券交易所,山东钢铁股份有限公司,,84.2,2000-12-28 16:00:00,205.55,山东钢铁,600022,http://www.jigang.com.cn
北京市石景山区广宁路10号,北京市朝阳区永安东里16号CBD国际大厦A区22层,北京,"Beijing Jingneng Power Co., Ltd.",电力（IV）,461732.1,1.0,2002-05-09 16:00:00,46.17,上海证券交易所,北京京能电力股份有限公司,2002-04-18 16:00:00,46.17,2000-03-09 16:00:00,201.78,京能电力,600578,http://www.jnrd.com.cn
山东省潍坊市高新技术产业开发区福寿东街197号甲,山东省潍坊市高新技术产业开发区福寿东街197号甲,山东,"Weichai Power Co., Ltd.",工业机械,399861.93,1.0,2007-04-29 16:00:00,21.59,深圳证券交易所,潍柴动力股份有限公司,,39.99,2002-12-22 16:00:00,201.48,潍柴动力,000338,http://www.weichaipower.com
四川省成都市高新西区芯大道街18号,四川省成都市金牛区蜀汉路333号,四川,Dongfang Electric Corporation Limited,工业机械,233690.04,1.0,1995-10-09 16:00:00,19.97,上海证券交易所,东方电气股份有限公司,1995-07-03 16:00:00,23.37,1993-12-27 16:00:00,199.49,东方电气,600875,http://www.dec-ltd.cn
山西省晋中市灵石县翠峰镇新建街南110号,山西省太原市小店区亲贤北街9号双喜广场26-27F,山西,"Wintime Energy Co., Ltd.",煤炭开采,1242579.53,1.0,1998-05-12 16:00:00,45.96,上海证券交易所,永泰能源股份有限公司,,124.26,1989-04-29 15:00:00,198.07,永泰能源,600157,http://www.wtecl.com
广东省广州市高新技术产业开发区科学城科林路9、11号,广东省广州市萝岗区科学城科林路9号,广东,"GRG Banking Equipment Co., Ltd.",工业机械,161925.72,1.0,2007-08-12 16:00:00,12.87,中小企业板,广州广电运通金融电子股份有限公司,2007-07-29 16:00:00,16.19,2005-10-17 16:00:00,197.75,广电运通,002152,http://www.grgbanking.com
西藏自治区拉萨经济技术开发区金珠西路189号,河北省廊坊市经济技术开发区华祥路66号,西藏,"Meihua Holdings Group Co., Ltd.",食品生产（IV）,310822.66,1.0,1995-02-16 16:00:00,31.08,上海证券交易所,梅花生物科技集团股份有限公司,,31.08,1995-02-08 16:00:00,197.37,梅花生物,600873,http://www.meihuagrp.com
浙江省衢州市柯城区,浙江省衢州市柯城区,浙江,"Zhejiang Juhua Co., Ltd.",通用化工品,211166.62,1.0,1998-06-25 16:00:00,18.11,上海证券交易所,浙江巨化股份有限公司,1998-05-31 16:00:00,21.12,1998-06-16 16:00:00,195.58,巨化股份,600160,http://www.jhgf.com.cn
吉林省长春市同志街2400号火炬大厦五层,吉林省长春市同志街2400号火炬大厦5层,吉林,Changchun High and New Technology Industry (Group) Inc.,制药,17011.23,1.0,1996-12-17 16:00:00,1.7,深圳证券交易所,长春高新技术产业（集团）股份有限公司,1996-12-02 16:00:00,1.7,1993-06-09 16:00:00,195.0,长春高新,000661,http://www.cchn.com.cn
云南省曲靖市经济技术开发区,云南省曲靖市经济技术开发区,云南,"Yunnan Chihong Zinc and Germanium Co., Ltd.",普通矿开采,430989.82,1.0,2004-04-19 16:00:00,33.35,上海证券交易所,云南驰宏锌锗股份有限公司,,43.1,2000-07-17 16:00:00,194.44,驰宏锌锗,600497,http://www.chxz.com
山东省淄博市高新技术产业开发区裕民路129号,山东省济南市经十路9999号黄金时代广场C座4层,山东,"Luxin Venture Capital Group Co., Ltd.",工业机械,74435.93,1.0,1996-12-24 16:00:00,7.44,上海证券交易所,鲁信创业投资集团股份有限公司,,7.44,1993-11-19 16:00:00,193.83,鲁信创投,600783,http://www.600783.cn
河北省邢台市中兴西大街191号,河北省邢台市中兴西大街191号,河北,"Jizhong Energy Resources Co., Ltd.",煤炭开采,353354.69,1.0,1999-09-08 16:00:00,29.07,深圳证券交易所,冀中能源股份有限公司,1999-08-05 16:00:00,35.34,1999-08-05 16:00:00,192.42,冀中能源,000937,http://www.jznygf.com
江苏省张家港保税区出口加工区东华路668号,江苏省张家港保税区出口加工区东华路668号,江苏,"Oriental Energy Co., Ltd.",油气综采,161996.28,1.0,2008-03-05 16:00:00,12.72,中小企业板,东华能源股份有限公司,2008-02-21 16:00:00,16.2,1996-04-21 16:00:00,190.3,东华能源,002221,http://www.chinadhe.com
甘肃省兰州市红古区海石湾镇炭素路277号,甘肃省兰州市红古区海石湾2号街坊354号,甘肃,"Fangda Carbon New Material Co., Ltd.",工业机械,171916.04,1.0,2002-08-29 16:00:00,17.19,上海证券交易所,方大炭素新材料科技股份有限公司,,17.19,1999-01-17 16:00:00,189.8,方大炭素,600516,http://www.fdtsgs.com
北京市海淀区西八里庄路69号人民政协报大厦10层,北京市海淀区西八里庄路69号人民政协报大厦10层,北京,"Beijing SPC Environment Protection Tech Co., Ltd.",电力（IV）,106560.0,1.0,2011-04-21 16:00:00,10.65,中小企业板,北京清新环境技术股份有限公司,2011-04-10 16:00:00,10.66,2001-09-02 16:00:00,189.61,清新环境,002573,http://www.qingxin.com.cn
浙江省杭州市余杭区杭州余杭经济技术开发区望梅路1588号,浙江省杭州市余杭区杭州余杭经济技术开发区望梅路1588号,浙江,"Xingyuan Environment Technology Co., Ltd.",工业机械,50856.02,1.0,2011-09-26 16:00:00,4.02,创业板,兴源环境科技股份有限公司,2011-09-18 16:00:00,5.09,1992-07-14 16:00:00,188.38,兴源环境,300266,http://www.xingyuan.com
上海市保定路527号,上海市杨浦区江湾城路99号5幢,上海,"Shanghai Jahwa United Co., Ltd.",通用化工品,67403.21,1.0,2001-03-14 16:00:00,6.71,上海证券交易所,上海家化联合股份有限公司,2001-02-19 16:00:00,6.74,1995-11-30 16:00:00,188.17,上海家化,600315,http://www.jahwa.com.cn
内蒙古自治区呼和浩特市锡林南路218号,内蒙古自治区呼和浩特市锡林南路工艺厂巷电力科技楼,内蒙古,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,电力（IV）,580774.5,1.0,1994-05-19 16:00:00,58.08,上海证券交易所,内蒙古蒙电华能热电股份有限公司,,58.08,1994-05-11 16:00:00,185.27,内蒙华电,600863,http://www.nmhdwz.com
河北省武安市上洛阳村北(二六七二厂区),河北省武安市上洛阳村北(二六七二厂区),河北,"Xinxing Ductile Iron Pipes Co., Ltd.",钢铁,364330.74,1.0,1997-06-05 16:00:00,36.43,深圳证券交易所,新兴铸管股份有限公司,1997-05-06 16:00:00,36.43,1997-05-23 16:00:00,184.7,新兴铸管,000778,http://www.xinxing-pipes.com
甘肃省康县王坝独一味工业园区,四川省成都市锦江工业开发区金石路456号,甘肃,Hengkang medical Group Co.LTD,制药,189126.03,1.0,2008-03-05 16:00:00,13.84,中小企业板,恒康医疗集团股份有限公司,2008-02-20 16:00:00,18.91,2001-09-29 16:00:00,184.7,恒康医疗,002219,http://www.duyiwei.com
黑龙江省哈尔滨市利民经济技术开发区燕京路29号,黑龙江省哈尔滨市利民经济技术开发区燕京路29号,黑龙江,"Harbin Gloria Pharmaceuticals Co., Ltd.",制药,219829.04,1.0,2010-06-22 16:00:00,21.29,中小企业板,哈尔滨誉衡药业股份有限公司,2010-06-06 16:00:00,21.98,2008-06-25 16:00:00,184.16,誉衡药业,002437,http://www.gloria.cc
四川省江油市二朗庙镇,四川省成都市高新区天府二街萃华路89号成都国际科技节能大厦A座5楼,四川,"Sichuan Shuangma Cement Co., Ltd.",建材与构件,76344.03,1.0,1999-08-23 16:00:00,6.29,深圳证券交易所,四川双马水泥股份有限公司,1999-07-11 16:00:00,7.63,1998-10-19 16:00:00,183.37,四川双马,000935,http://www.cement.com.cn
广东省潮州市凤塘三环工业城内综合楼,广东省潮州市凤塘三环工业城内综合楼,广东,"Chaozhou Three-Circle (Group) Co., Ltd.",电子电气组件与设备,172763.6,1.0,2014-12-02 16:00:00,9.79,创业板,潮州三环(集团)股份有限公司,2014-11-24 16:00:00,17.28,1992-12-09 16:00:00,182.09,三环集团,300408,http://www.cctc.cc
广东省深圳市南山蛇口工业区港湾大道2号中集研发中心8楼,广东省深圳市南山蛇口工业区港湾大道2号中集研发中心,广东,"China International Marine Containers (Group) Co., Ltd.",建材与构件,297836.39,1.0,1994-04-07 16:00:00,12.61,深圳证券交易所,中国国际海运集装箱（集团）股份有限公司,,29.78,1992-09-29 16:00:00,181.07,中集集团,000039,http://www.cimc.com
湖北省武汉市桥口区古田路十七号,福建省厦门市集美区东林路570号,福建,"Hongfa Technology Co., Ltd.",建材与构件,53197.25,1.0,1996-02-04 16:00:00,5.32,上海证券交易所,宏发科技股份有限公司,1996-01-14 16:00:00,5.32,1990-12-20 16:00:00,180.55,宏发股份,600885,http://www.hongfa.com
上海市浦东新区世纪大道88号金茂大厦三区18层,上海市浦东新区世纪大道88号金茂大厦3区18层,上海,Sinochem International Corporation,通用化工品,208301.27,1.0,2000-02-29 16:00:00,17.23,上海证券交易所,中化国际股份有限公司,1999-12-20 16:00:00,20.83,1998-12-13 16:00:00,180.24,中化国际,600500,http://www.sinochemintl.com
